id,Category,Intension,Augmented Intension with GPT4
00334,Posts,Create a recruitment advertisement for a creative director position.,"A vibrant, bustling design studio setting filled with creative paraphernalia. At the center, a vacant director's chair with a neon sign above glowing ""Creative Director Wanted"". On a large canvas in the backdrop, a montage of innovative works being sketched out in real-time. The foreground displays a diverse team of artists, eagerly looking towards the empty chair with anticipation."
00335,Posts,"Create an Instagram story ad for a Black Friday sale event, showcasing a discount of up to 50% off on the brand's favorite items. Encourage the user to swipe up for more details.","An enticing Instagram story ad for a Black Friday sale event. The ad features a bold, neon sign stating 'Up to 50% off!' amidst a flurry of the brand's best-selling items - clothes, accessories, and shoes - all in a monochrome theme. An animated, glowing arrow playfully bounces at the bottom, beckoning viewers to 'Swipe Up for More!'"
00336,Posts,Create a promotional post for a Black Friday and Cyber Monday sale featuring a Rubik's toy. The post highlights a 50% discount and directs customers to the website www.toys.sale.com for more information.,"Imagine a vibrant, eye-catching Black Friday and Cyber Monday promotional ad. In the foreground, a 3D Rubik's cube toy spins, its bright colors gleaming. Behind it, a bold 50% off discount tag pops out, grabbing attention. In the bottom corner, a sleek, clickable banner directing customers to www.toys.sale.com glows invitingly, offering more tantalizing deals."
00337,Posts,Design a promotional Instagram story for a store's Black Friday sale. Use the text 'Storewide 50% Off' and emphasize the theme of Black Friday.,"A dark, sophisticated Instagram story promoting a Black Friday sale. The background is a deep, midnight black speckled with small, white twinkling stars, symbolizing the darkest night of the year. The text ""Storewide 50% Off"" is displayed in bold, glittering gold letters at the center. The words are surrounded by an explosion of shopping bags, price tags, and elegant items, all cascading downwards in a mix of grayscale and gold, embodying the abundance of Black Friday."
00338,Posts,Promote a personal styling service for summer vacation outfits on Instagram. The contact number is +00 1357 2468 and website is www.website.com.,"An elegantly styled summer outfit is laid out under the golden rays of the afternoon sun. The arrangement includes a flirty sundress, a straw hat, chic sunglasses, and a pair of trendy sandals. In the corner, a stylishly designed card with the contact number '+00 1357 2468' and the website 'www.website.com' is tastefully displayed. The backdrop is a vibrant beach scene with azure waves lapping onto the shore, promoting a personal styling service for summer vacations."
00339,Posts,"Design an Instagram story promoting a stand-up comedy show at a comedy club every Friday from 9-11PM with free entry. The design should feature a black stool and microphone on stage, and showcase the artist performing. The club's name is club.com.","An engaging Instagram story highlighting the vibrant, exuberant atmosphere of Club.com's stand-up comedy show. A single black stool sits under a spotlight on a small stage, a microphone poised expectantly upon it. The background is a blur of laughter and applause, with an animated artist in mid-performance. Bold, neon letters announce: ""Every Friday, 9-11PM, Free Entry"". The energy of this comedy club is almost tangible, inviting everyone to join the fun."
00340,Posts,"Create an advertisement for a moving and storage service, emphasizing the importance of secure and worry-free storage solutions. Include the company's logo.","An attention-grabbing advertisement for a prestigious moving and storage service. The backdrop is a vast, well-organized warehouse with rows of securely sealed storage units, each filled with neatly stacked belongings, bathed in soft, inviting light. Emphasized in the center is the company's bold, trustworthy logo. Above it, the words ""Secure, Worry-Free Storage Solutions"" shine in polished, confident letters, assuring potential customers of their impeccable services."
00341,Posts,Create a Facebook post to celebrate International Pet Day with a cute little girl and a fluffy rabbit.,"A delightful Facebook post celebrating International Pet Day. The centerpiece is a radiant, little girl with her hair tied in playful pigtails, wearing a soft pastel-colored dress. She's joyfully cradling a fluffy, snow-white rabbit with sparkling, innocent eyes. The background is filled with vibrant heart and paw emojis, and the caption reads, ""Celebrating the purest forms of love on International Pet Day!"""
00342,Posts,"Design a Facebook post promoting a two-week summer camp that provides hands-on, project-based instruction in tech. The camp will take place from 12-14 August.","An engaging Facebook post featuring a vibrant summer camp scene under a clear, azure sky. Children are immersed in tech-based projects, their faces aglow with excitement. Detailed 3D models of drones, robots, and computers are scattered around, symbolizing the hands-on approach. The date, ""12-14 August"", is creatively incorporated into a rising sun, announcing the two-week summer camp."
00343,Posts,Design a Facebook post promoting a summer collection for women. Highlight the new arrival and offer a 60% discount for this week only. Encourage viewers to shop now.,"Showcase a vibrant Facebook post, the center of which features a mannequin adorned in the latest summer collection for women: a breezy, floral sundress with matching straw hat and sandals. Surrounding this, display a burst of golden rays, symbolizing the scorching summer sale. At the top, a bold, fiery banner announces the new arrivals and a massive 60% off for this week. On the bottom, a compelling call-to-action button that reads ""Shop Now!"", encased in a sunflower border."
00344,Posts,Design a Facebook post promoting the benefits of working from home and embracing remote work.,"A well-lit home office with a sleek desk showcasing a modern laptop, comfortable ergonomic chair, and a window revealing a peaceful garden view. A cup of steaming coffee rests beside the laptop, with a Facebook post on the screen, lauding the benefits of remote work: flexible hours, no commute, personal comfort, and increased productivity."
